Blender 4.5.13 LTS (hash daeeeca98fb0 built 2026-08-25 01:31:19)
Read blend: "/home/naresh/Documents/nareshpane.github.io/research/gpt-6-astra-blender/blender/city_master.blend"
Fra:1 Mem:35.76M (Peak 35.76M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | City foundation
Fra:1 Mem:42.42M (Peak 42.42M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B083 • Old Quay
Fra:1 Mem:42.45M (Peak 42.45M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B084 • Old Quay
Fra:1 Mem:42.47M (Peak 42.47M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B085 • Civic Terrace
Fra:1 Mem:42.56M (Peak 42.56M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B086 • Civic Terrace
Fra:1 Mem:42.59M (Peak 42.59M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B087 • Civic Terrace
Fra:1 Mem:42.73M (Peak 42.73M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B088 • Civic Terrace
Fra:1 Mem:42.73M (Peak 42.73M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B089 • Civic Terrace
Fra:1 Mem:42.95M (Peak 42.95M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B090 • Civic Terrace
Fra:1 Mem:42.99M (Peak 42.99M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B091 • Civic Terrace
Fra:1 Mem:43.18M (Peak 43.18M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B092 • Civic Terrace
Fra:1 Mem:43.29M (Peak 43.29M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B093 • Civic Terrace
Fra:1 Mem:43.42M (Peak 43.42M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B094 • Civic Terrace
Fra:1 Mem:43.44M (Peak 43.44M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B095 • Civic Terrace
Fra:1 Mem:43.59M (Peak 43.59M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B096 • Civic Terrace
Fra:1 Mem:43.65M (Peak 43.65M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B097 • Civic Terrace
Fra:1 Mem:43.74M (Peak 43.74M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B098 • Civic Terrace
Fra:1 Mem:43.87M (Peak 43.87M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B099 • Civic Terrace
Fra:1 Mem:43.92M (Peak 43.92M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B100 • Civic Terrace
Fra:1 Mem:43.99M (Peak 43.99M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B101 • Civic Terrace
Fra:1 Mem:44.00M (Peak 44.00M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B102 • Civic Terrace
Fra:1 Mem:44.07M (Peak 44.07M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B103 • Garden Quarter
Fra:1 Mem:44.18M (Peak 44.18M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B104 • Garden Quarter
Fra:1 Mem:44.18M (Peak 44.18M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B105 • Garden Quarter
Fra:1 Mem:44.27M (Peak 44.27M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B106 • Garden Quarter
Fra:1 Mem:44.29M (Peak 44.29M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B107 • Garden Quarter
Fra:1 Mem:44.34M (Peak 44.34M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B108 • Garden Quarter
Fra:1 Mem:44.34M (Peak 44.34M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B109 • Garden Quarter
Fra:1 Mem:44.39M (Peak 44.39M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B110 • Garden Quarter
Fra:1 Mem:44.42M (Peak 44.42M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B111 • Garden Quarter
Fra:1 Mem:44.50M (Peak 44.50M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B112 • Garden Quarter
Fra:1 Mem:44.54M (Peak 44.54M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B113 • Garden Quarter
Fra:1 Mem:44.62M (Peak 44.62M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B114 • Garden Quarter
Fra:1 Mem:44.63M (Peak 44.63M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B115 • Garden Quarter
Fra:1 Mem:44.67M (Peak 44.67M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B116 • Garden Quarter
Fra:1 Mem:44.71M (Peak 44.71M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B117 • Garden Quarter
Fra:1 Mem:44.75M (Peak 44.75M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B118 • Garden Quarter
Fra:1 Mem:44.78M (Peak 44.78M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B119 • Garden Quarter
Fra:1 Mem:44.83M (Peak 44.83M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B120 • Garden Quarter
Fra:1 Mem:44.90M (Peak 44.90M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B121 • Innovation District
Fra:1 Mem:44.90M (Peak 44.90M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B122 • Innovation District
Fra:1 Mem:45.13M (Peak 45.13M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B123 • Innovation District
Fra:1 Mem:45.18M (Peak 45.18M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B124 • Innovation District
Fra:1 Mem:45.28M (Peak 45.28M) | Time:00:00.04 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B125 • Innovation District
Fra:1 Mem:45.39M (Peak 45.39M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B126 • Innovation District
Fra:1 Mem:45.41M (Peak 45.41M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B127 • Innovation District
Fra:1 Mem:45.47M (Peak 45.47M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B128 • Innovation District
Fra:1 Mem:45.57M (Peak 45.57M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B129 • Innovation District
Fra:1 Mem:45.66M (Peak 45.66M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B130 • Innovation District
Fra:1 Mem:45.64M (Peak 45.66M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B132 • Innovation District
Fra:1 Mem:45.93M (Peak 45.93M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B133 • Innovation District
Fra:1 Mem:46.07M (Peak 46.07M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B134 • Innovation District
Fra:1 Mem:46.05M (Peak 46.07M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B135 • Innovation District
Fra:1 Mem:46.08M (Peak 46.08M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B136 • Innovation District
Fra:1 Mem:46.06M (Peak 46.08M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B137 • Innovation District
Fra:1 Mem:46.22M (Peak 46.22M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B199 • Innovation District
Fra:1 Mem:46.37M (Peak 46.37M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B198 • Innovation District
Fra:1 Mem:46.47M (Peak 46.47M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B197 • Innovation District
Fra:1 Mem:46.55M (Peak 46.55M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B196 • Innovation District
Fra:1 Mem:46.62M (Peak 46.62M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B195 • Innovation District
Fra:1 Mem:46.69M (Peak 46.69M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B194 • Innovation District
Fra:1 Mem:46.74M (Peak 46.74M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B193 • Innovation District
Fra:1 Mem:46.81M (Peak 46.81M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B192 • Innovation District
Fra:1 Mem:46.89M (Peak 46.89M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B191 • Innovation District
Fra:1 Mem:47.01M (Peak 47.01M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B190 • Innovation District
Fra:1 Mem:47.13M (Peak 47.13M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B189 • Innovation District
Fra:1 Mem:47.23M (Peak 47.23M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B188 • Innovation District
Fra:1 Mem:47.29M (Peak 47.29M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B138 • Innovation District
Fra:1 Mem:47.44M (Peak 47.44M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B139 • Garden Quarter
Fra:1 Mem:47.43M (Peak 47.44M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B140 • Garden Quarter
Fra:1 Mem:47.44M (Peak 47.44M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B141 • Garden Quarter
Fra:1 Mem:47.56M (Peak 47.56M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B142 • Garden Quarter
Fra:1 Mem:47.63M (Peak 47.63M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B143 • Garden Quarter
Fra:1 Mem:47.60M (Peak 47.63M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B145 • Garden Quarter
Fra:1 Mem:47.66M (Peak 47.66M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B146 • Garden Quarter
Fra:1 Mem:47.70M (Peak 47.70M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B147 • Garden Quarter
Fra:1 Mem:47.78M (Peak 47.78M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B148 • Garden Quarter
Fra:1 Mem:47.78M (Peak 47.78M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B150 • Garden Quarter
Fra:1 Mem:47.84M (Peak 47.84M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B151 • Innovation District
Fra:1 Mem:47.97M (Peak 47.97M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B152 • Innovation District
Fra:1 Mem:48.04M (Peak 48.04M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B153 • Innovation District
Fra:1 Mem:48.16M (Peak 48.16M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B154 • Innovation District
Fra:1 Mem:48.25M (Peak 48.25M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B155 • Innovation District
Fra:1 Mem:48.29M (Peak 48.29M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B156 • Innovation District
Fra:1 Mem:48.54M (Peak 48.54M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B157 • Innovation District
Fra:1 Mem:48.62M (Peak 48.62M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B158 • Innovation District
Fra:1 Mem:48.66M (Peak 48.66M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B159 • Innovation District
Fra:1 Mem:48.72M (Peak 48.72M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B160 • Innovation District
Fra:1 Mem:48.75M (Peak 48.75M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B161 • Innovation District
Fra:1 Mem:48.82M (Peak 48.82M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B162 • Innovation District
Fra:1 Mem:48.83M (Peak 48.83M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B163 • Innovation District
Fra:1 Mem:48.96M (Peak 48.96M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B164 • Innovation District
Fra:1 Mem:49.22M (Peak 49.22M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B165 • Innovation District
Fra:1 Mem:49.24M (Peak 49.24M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B166 • Innovation District
Fra:1 Mem:49.37M (Peak 49.37M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B167 • Innovation District
Fra:1 Mem:49.33M (Peak 49.37M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B169 • Garden Quarter
Fra:1 Mem:49.45M (Peak 49.45M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B170 • Garden Quarter
Fra:1 Mem:49.55M (Peak 49.55M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B171 • Garden Quarter
Fra:1 Mem:49.56M (Peak 49.56M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B172 • Garden Quarter
Fra:1 Mem:49.60M (Peak 49.60M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B173 • Garden Quarter
Fra:1 Mem:49.70M (Peak 49.70M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B174 • Garden Quarter
Fra:1 Mem:49.69M (Peak 49.70M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B175 • Garden Quarter
Fra:1 Mem:49.73M (Peak 49.74M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B176 • Garden Quarter
Fra:1 Mem:49.76M (Peak 49.76M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B177 • Garden Quarter
Fra:1 Mem:49.86M (Peak 49.86M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B178 • Garden Quarter
Fra:1 Mem:49.92M (Peak 49.92M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B179 • Garden Quarter
Fra:1 Mem:49.90M (Peak 49.92M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B180 • Garden Quarter
Fra:1 Mem:49.97M (Peak 49.97M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B181 • Garden Quarter
Fra:1 Mem:50.00M (Peak 50.00M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B182 • Garden Quarter
Fra:1 Mem:50.06M (Peak 50.06M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B183 • Garden Quarter
Fra:1 Mem:50.07M (Peak 50.07M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B184 • Garden Quarter
Fra:1 Mem:50.12M (Peak 50.12M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B185 • Garden Quarter
Fra:1 Mem:50.15M (Peak 50.15M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B186 • Garden Quarter
Fra:1 Mem:50.17M (Peak 50.17M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | B187 • Innovation District
Fra:1 Mem:50.38M (Peak 50.38M) | Time:00:00.05 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Initializing
Fra:1 Mem:38.12M (Peak 50.38M) | Time:00:00.06 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Waiting for render to start
Fra:1 Mem:38.12M (Peak 50.38M) | Time:00:00.06 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Scene
Fra:1 Mem:38.12M (Peak 50.38M) | Time:00:00.06 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Shaders
Fra:1 Mem:38.12M (Peak 50.38M) | Time:00:00.06 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:38.21M (Peak 50.38M) | Time:00:00.06 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Procedurals
Fra:1 Mem:38.21M (Peak 50.38M) | Time:00:00.06 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Background
Fra:1 Mem:38.21M (Peak 50.38M) | Time:00:00.06 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Camera
Fra:1 Mem:38.21M (Peak 50.38M) | Time:00:00.06 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Meshes Flags
Fra:1 Mem:38.21M (Peak 50.38M) | Time:00:00.06 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Objects
Fra:1 Mem:38.21M (Peak 50.38M) | Time:00:00.06 | Mem:0.01M, Peak:0.01M | Scene, ViewLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:38.34M (Peak 50.38M) | Time:00:00.06 | Mem:0.13M, Peak:0.13M | Scene, ViewLayer | Updating Particle Systems
Fra:1 Mem:38.34M (Peak 50.38M) | Time:00:00.06 | Mem:0.13M, Peak:0.13M | Scene, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:38.34M (Peak 50.38M) | Time:00:00.06 | Mem:0.13M, Peak:0.13M | Scene, ViewLayer | Updating Meshes
Fra:1 Mem:38.34M (Peak 50.38M) | Time:00:00.06 | Mem:0.13M, Peak:0.13M | Scene, ViewLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:38.34M (Peak 50.38M) | Time:00:00.06 | Mem:0.13M, Peak:0.13M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:40.80M (Peak 50.38M) | Time:00:00.06 | Mem:0.15M, Peak:0.15M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:40.75M (Peak 50.38M) | Time:00:00.07 | Mem:2.55M, Peak:2.55M | Scene, ViewLayer | Updating Geometry BVH Shared streetlight assembly 3/2 | Building BVH
Fra:1 Mem:40.75M (Peak 50.38M) | Time:00:00.07 | Mem:2.55M, Peak:2.55M | Scene, ViewLayer | Updating Geometry BVH Shared tree • trunk and crown joined 2/2 | Building BVH
Fra:1 Mem:40.75M (Peak 50.38M) | Time:00:00.07 | Mem:2.55M, Peak:2.55M | Scene, ViewLayer | Updating Geometry BVH Shared tree • trunk and crown joined 2/2 | Building BVH 0%
Fra:1 Mem:40.75M (Peak 50.38M) | Time:00:00.07 | Mem:2.55M, Peak:2.56M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:40.75M (Peak 50.38M) | Time:00:00.07 | Mem:2.55M, Peak:2.56M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:40.75M (Peak 50.38M) | Time:00:00.12 | Mem:20.26M, Peak:27.93M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:40.75M (Peak 50.38M) | Time:00:00.12 | Mem:20.26M, Peak:27.93M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:49.38M (Peak 50.38M) | Time:00:00.13 | Mem:20.26M, Peak:27.93M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:49.38M (Peak 50.38M) | Time:00:00.13 | Mem:28.88M, Peak:28.88M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:49.38M (Peak 50.38M) | Time:00:00.13 | Mem:28.88M, Peak:28.88M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:49.38M (Peak 50.38M) | Time:00:00.13 | Mem:28.89M, Peak:28.89M | Scene, ViewLayer | Updating Images
Fra:1 Mem:49.38M (Peak 50.38M) | Time:00:00.13 | Mem:28.89M, Peak:28.89M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:49.38M (Peak 50.38M) | Time:00:00.13 | Mem:28.89M, Peak:28.89M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:49.38M (Peak 50.38M) | Time:00:00.13 | Mem:28.97M, Peak:28.97M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:49.38M (Peak 50.38M) | Time:00:00.13 | Mem:28.97M, Peak:28.97M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:49.38M (Peak 50.38M) | Time:00:00.13 | Mem:28.97M, Peak:28.97M | Scene, ViewLayer | Updating Integrator
Fra:1 Mem:49.38M (Peak 50.38M) | Time:00:00.13 | Mem:28.97M, Peak:28.97M | Scene, ViewLayer | Updating Film
Fra:1 Mem:49.39M (Peak 50.38M) | Time:00:00.13 | Mem:28.89M, Peak:28.97M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:49.39M (Peak 50.38M) | Time:00:00.13 | Mem:28.98M, Peak:28.98M | Scene, ViewLayer | Updating Baking
Fra:1 Mem:49.39M (Peak 50.38M) | Time:00:00.13 | Mem:28.98M, Peak:28.98M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:49.40M (Peak 50.38M) | Time:00:00.13 | Mem:28.98M, Peak:28.98M | Scene, ViewLayer | Loading denoising kernels (may take a few minutes the first time)
Fra:1 Mem:49.40M (Peak 50.38M) | Time:00:00.13 | Mem:28.98M, Peak:28.98M | Scene, ViewLayer | Sample 0/32
Fra:1 Mem:153.85M (Peak 153.85M) | Time:00:00.99 | Remaining:00:26.59 | Mem:133.35M, Peak:133.35M | Scene, ViewLayer | Sample 1/32
Fra:1 Mem:197.80M (Peak 263.72M) | Time:00:33.42 | Mem:133.35M, Peak:133.35M | Scene, ViewLayer | Sample 32/32
Fra:1 Mem:197.80M (Peak 263.72M) | Time:00:33.42 | Mem:133.35M, Peak:133.35M | Scene, ViewLayer | Finished
Saved: '/home/naresh/Documents/nareshpane.github.io/research/gpt-6-astra-blender/renders/hero.png'
Time: 00:33.64 (Saving: 00:00.21)

Read blend: "/home/naresh/Documents/nareshpane.github.io/research/gpt-6-astra-blender/blender/city_master.blend"
Fra:1 Mem:35.77M (Peak 35.77M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | City foundation
Fra:1 Mem:35.77M (Peak 35.77M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | River retaining walls
Fra:1 Mem:35.77M (Peak 35.77M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Park_5-1
Fra:1 Mem:35.77M (Peak 35.77M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Park_0-4
Fra:1 Mem:35.77M (Peak 35.77M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_1-9
Fra:1 Mem:35.78M (Peak 35.78M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_1-2
Fra:1 Mem:35.78M (Peak 35.78M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_2-10
Fra:1 Mem:35.78M (Peak 35.78M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_4-12
Fra:1 Mem:35.79M (Peak 35.79M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_4-5
Fra:1 Mem:35.79M (Peak 35.79M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_5-6
Fra:1 Mem:35.79M (Peak 35.79M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_6-14
Fra:1 Mem:35.79M (Peak 35.79M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | Road_7-15
